,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.951±0.001,1.000±0.000,0.975±0.000,972.200±0.447,nan±nan
Stroke,0.200±0.447,0.004±0.009,0.008±0.018,49.800±0.447,nan±nan
accuracy,0.951±0.001,0.951±0.001,0.951±0.001,0.951±0.001,0.834±0.017
macro avg,0.576±0.224,0.502±0.004,0.491±0.009,1022.000±0.000,nan±nan
weighted avg,0.915±0.022,0.951±0.001,0.928±0.001,1022.000±0.000,nan±nan
