,precision,recall,f1-score,support,ROC_AUC
No College,0.6857142857142857,0.72,0.702439024390244,100.0,
College,0.7052631578947368,0.67,0.6871794871794872,100.0,
accuracy,0.695,0.695,0.695,0.695,0.7584500000000001
macro avg,0.6954887218045113,0.6950000000000001,0.6948092557848655,200.0,
weighted avg,0.6954887218045113,0.695,0.6948092557848656,200.0,
