,precision,recall,f1-score,support,ROC_AUC
College,0.713±0.024,0.652±0.044,0.680±0.021,100.000±0.000,nan±nan
No College,0.680±0.021,0.736±0.040,0.706±0.016,100.000±0.000,nan±nan
accuracy,0.694±0.014,0.694±0.014,0.694±0.014,0.694±0.014,0.768±0.025
macro avg,0.696±0.015,0.694±0.014,0.693±0.014,200.000±0.000,nan±nan
weighted avg,0.696±0.015,0.694±0.014,0.693±0.014,200.000±0.000,nan±nan
