,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.701,0.772,0.735,792.600,
Recidivism,0.683,0.597,0.637,650.200,
accuracy,0.694,0.694,0.694,0.694,0.744
macro avg,0.692,0.685,0.686,1442.800,
weighted avg,0.693,0.694,0.691,1442.800,
