,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.015,0.017,0.013,0.548,
Recidivism,0.019,0.026,0.020,0.447,
accuracy,0.016,0.016,0.016,0.016,0.018
macro avg,0.016,0.016,0.016,0.447,
weighted avg,0.016,0.016,0.016,0.447,
