,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.885,0.935,0.909,4944.000,
Income > 50K,0.750,0.615,0.675,1568.200,
accuracy,0.858,0.858,0.858,0.858,0.915
macro avg,0.817,0.775,0.792,6512.200,
weighted avg,0.852,0.858,0.853,6512.200,
