,precision,recall,f1-score,support,ROC_AUC
Churn,0.628,0.518,0.564,373.800,
No Churn,0.837,0.889,0.862,1034.800,
accuracy,0.791,0.791,0.791,0.791,0.823
macro avg,0.733,0.704,0.713,1408.600,
weighted avg,0.782,0.791,0.783,1408.600,
