,precision,recall,f1-score,support,ROC_AUC
Churn,0.022,0.093,0.057,0.447,
No Churn,0.023,0.022,0.006,0.447,
accuracy,0.012,0.012,0.012,0.012,0.016
macro avg,0.017,0.037,0.031,0.548,
weighted avg,0.019,0.012,0.018,0.548,
