,precision,recall,f1-score,support,ROC_AUC
College,0.018,0.032,0.015,0.000,
No College,0.028,0.020,0.013,0.000,
accuracy,0.014,0.014,0.014,0.014,0.009
macro avg,0.014,0.014,0.014,0.000,
weighted avg,0.014,0.014,0.014,0.000,
