,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.677±0.015,0.787±0.055,0.727±0.018,792.600±0.548,nan±nan
Recidivism,0.679±0.033,0.540±0.060,0.599±0.026,650.200±0.447,nan±nan
accuracy,0.676±0.009,0.676±0.009,0.676±0.009,0.676±0.009,0.722±0.016
macro avg,0.678±0.013,0.664±0.009,0.663±0.010,1442.800±0.447,nan±nan
weighted avg,0.678±0.011,0.676±0.009,0.669±0.010,1442.800±0.447,nan±nan
