,precision,recall,f1-score,support,ROC_AUC
No subscription,0.901±0.002,0.984±0.002,0.941±0.000,7984.400±0.548,nan±nan
"Yes, subscribed",0.612±0.012,0.186±0.022,0.285±0.026,1057.800±0.447,nan±nan
accuracy,0.891±0.001,0.891±0.001,0.891±0.001,0.891±0.001,0.747±0.016
macro avg,0.757±0.006,0.585±0.010,0.613±0.013,9042.200±0.447,nan±nan
weighted avg,0.868±0.002,0.891±0.001,0.864±0.003,9042.200±0.447,nan±nan
