,precision,recall,f1-score,support,ROC_AUC
Churn,0.018,0.026,0.022,0.447,
No Churn,0.008,0.004,0.005,0.447,
accuracy,0.009,0.009,0.009,0.009,0.013
macro avg,0.012,0.014,0.014,0.548,
weighted avg,0.010,0.009,0.010,0.548,
