,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.871±0.001,0.956±0.001,0.912±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.770±0.004,0.510±0.005,0.613±0.004,6375.400±0.548,nan±nan
accuracy,0.856±0.001,0.856±0.001,0.856±0.001,0.856±0.001,0.887±0.002
macro avg,0.821±0.002,0.733±0.002,0.763±0.002,28438.600±0.548,nan±nan
weighted avg,0.848±0.001,0.856±0.001,0.845±0.001,28438.600±0.548,nan±nan
