,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.001,0.002,0.001,0.548,
Potable,0.224,0.003,0.007,0.548,
accuracy,0.001,0.001,0.001,0.001,0.013
macro avg,0.112,0.001,0.003,0.447,
weighted avg,0.087,0.001,0.002,0.447,
