,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.610,0.999,0.757,399.600,
Potable,0.100,0.002,0.003,255.600,
accuracy,0.610,0.610,0.610,0.610,0.495
macro avg,0.355,0.500,0.380,655.200,
weighted avg,0.411,0.610,0.463,655.200,
