,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.667953667953668,0.865,0.7538126361655773,400.0,
Potable,0.6086956521739131,0.328125,0.4263959390862945,256.0,
accuracy,0.6554878048780488,0.6554878048780488,0.6554878048780488,0.6554878048780488,0.6750781250000001
macro avg,0.6383246600637905,0.5965625,0.5901042876259359,656.0,
weighted avg,0.644828588624983,0.6554878048780488,0.626040266573662,656.0,
