,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.674,0.888,0.766,399.600,
Potable,0.654,0.327,0.436,255.600,
accuracy,0.669,0.669,0.669,0.669,0.679
macro avg,0.664,0.608,0.601,655.200,
weighted avg,0.666,0.669,0.637,655.200,
