,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.674±0.011,0.888±0.022,0.766±0.015,399.600±0.548,nan±nan
Potable,0.654±0.055,0.327±0.021,0.436±0.029,255.600±0.548,nan±nan
accuracy,0.669±0.019,0.669±0.019,0.669±0.019,0.669±0.019,0.679±0.027
macro avg,0.664±0.033,0.608±0.019,0.601±0.021,655.200±0.447,nan±nan
weighted avg,0.666±0.028,0.669±0.019,0.637±0.020,655.200±0.447,nan±nan
