,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.881±0.004,0.942±0.006,0.911±0.003,4944.000±0.000,nan±nan
Income > 50K,0.767±0.017,0.598±0.015,0.672±0.010,1568.200±0.447,nan±nan
accuracy,0.859±0.004,0.859±0.004,0.859±0.004,0.859±0.004,0.916±0.001
macro avg,0.824±0.009,0.770±0.007,0.791±0.006,6512.200±0.447,nan±nan
weighted avg,0.854±0.005,0.859±0.004,0.853±0.004,6512.200±0.447,nan±nan
