,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.881,0.942,0.911,4944.000,
Income > 50K,0.767,0.598,0.672,1568.200,
accuracy,0.859,0.859,0.859,0.859,0.916
macro avg,0.824,0.770,0.791,6512.200,
weighted avg,0.854,0.859,0.853,6512.200,
