,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.895±0.003,0.943±0.003,0.918±0.002,4944.000±0.000,nan±nan
Income > 50K,0.784±0.009,0.651±0.009,0.711±0.008,1568.200±0.447,nan±nan
accuracy,0.873±0.003,0.873±0.003,0.873±0.003,0.873±0.003,0.928±0.002
macro avg,0.839±0.005,0.797±0.005,0.815±0.005,6512.200±0.447,nan±nan
weighted avg,0.868±0.003,0.873±0.003,0.868±0.003,6512.200±0.447,nan±nan
