,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.895,0.943,0.918,4944.000,
Income > 50K,0.784,0.651,0.711,1568.200,
accuracy,0.873,0.873,0.873,0.873,0.928
macro avg,0.839,0.797,0.815,6512.200,
weighted avg,0.868,0.873,0.868,6512.200,
