,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.628±0.008,0.935±0.037,0.751±0.008,399.600±0.548,nan±nan
Potable,0.602±0.111,0.134±0.057,0.212±0.074,255.600±0.548,nan±nan
accuracy,0.623±0.008,0.623±0.008,0.623±0.008,0.623±0.008,0.565±0.019
macro avg,0.615±0.054,0.535±0.013,0.481±0.034,655.200±0.447,nan±nan
weighted avg,0.618±0.042,0.623±0.008,0.541±0.026,655.200±0.447,nan±nan
