,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.628,0.935,0.751,399.600,
Potable,0.602,0.134,0.212,255.600,
accuracy,0.623,0.623,0.623,0.623,0.565
macro avg,0.615,0.535,0.481,655.200,
weighted avg,0.618,0.623,0.541,655.200,
