,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.008,0.037,0.008,0.548,
Potable,0.111,0.057,0.074,0.548,
accuracy,0.008,0.008,0.008,0.008,0.019
macro avg,0.054,0.013,0.034,0.447,
weighted avg,0.042,0.008,0.026,0.447,
